 time            vo1             vo2             vcmp            p1              p2             
 6.91189457e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658585e-08  1.49999994e+00 
 6.92256263e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658585e-08  1.49999994e+00 
 6.93204457e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658580e-08  1.49999994e+00 
 6.93836490e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658586e-08  1.49999994e+00 
 6.94000000e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658493e-08  1.49999994e+00 
 6.94066993e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27659390e-08  1.49999994e+00 
 6.94200980e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27656748e-08  1.49999994e+00 
 6.94468954e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27659578e-08  1.49999994e+00 
 6.95004901e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658347e-08  1.49999994e+00 
 6.96076794e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658591e-08  1.49999994e+00 
 6.97316075e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658583e-08  1.49999994e+00 
 6.98344058e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658583e-08  1.49999994e+00 
 6.99023827e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658585e-08  1.49999994e+00 
 6.99767979e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658579e-08  1.49999994e+00 
 7.00628880e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658582e-08  1.49999994e+00 
 7.01675409e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658585e-08  1.49999994e+00 
 7.02533786e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658584e-08  1.49999994e+00 
